protein_id,buffer,sugar,surfactant,amino_acid,salt,ph,temperature_c,protein_conc_mgmL,buf_conc_mM,sug_conc_mM,sur_conc_mM,aa_conc_mM,salt_conc_mM,aggregation_score,oxidation_level,deamidation_level,potency_retention,viscosity_class,shelf_life_score,composite_stability_score,stable
Q9NZH8,acetic acid,trehalose,polysorbate 20,arginine,none,5.5,40,100,11.2638,257.0345,0.032,92.35,0.0,0.4871,0.3359,0.2549,0.6457,2,0.6135,0.612,0
Q9NZH8,citric acid,trehalose,poloxamer 188,glycine,potassium chloride,7.0,25,1,26.2164,207.5698,0.0291,109.0688,26.3685,0.1563,0.2863,0.2281,0.8241,2,0.8043,0.7966,1
Q9NZH8,acetic acid,trehalose,poloxamer 188,arginine,sodium chloride,6.5,37,1,36.9765,255.1513,0.043,139.0924,81.0561,0.0726,0.3313,0.264,0.8201,2,0.7742,0.8109,1
Q9NZH8,citric acid,trehalose,poloxamer 188,methionine,sodium chloride,7.0,4,10,44.7005,276.574,0.0455,5.8684,100.8682,0.0977,0.0514,0.1803,0.9016,1,0.9107,0.8982,1
Q9NZH8,acetic acid,sucrose,polysorbate 20,glycine,potassium chloride,6.5,50,1,28.0991,225.3046,0.0722,89.7095,30.6922,0.3243,0.3653,0.3466,0.6769,1,0.6567,0.6613,0
Q9NZH8,acetic acid,sorbitol,poloxamer 188,arginine,potassium chloride,5.5,37,10,22.3294,164.8901,0.0415,84.556,33.9546,0.3343,0.3439,0.2398,0.6896,0,0.6749,0.6842,1
Q9NZH8,citric acid,mannitol,poloxamer 188,glycine,sodium chloride,7.4,50,10,26.0456,226.9871,0.0292,133.3561,75.7811,0.4316,0.3913,0.3703,0.6197,2,0.621,0.5987,0
Q9NZH8,citric acid,mannitol,polysorbate 80,proline,none,7.4,37,100,18.3938,138.1476,0.0381,83.1557,0.0,0.384,0.3195,0.3174,0.6725,1,0.6638,0.6528,0
Q9NZH8,phosphoric acid,trehalose,polysorbate 20,none,sodium chloride,7.0,4,10,32.7923,103.2999,0.0426,0.0,60.0696,0.1931,0.2245,0.2421,0.8034,0,0.7908,0.7894,1
Q9NZH8,citric acid,sorbitol,poloxamer 188,proline,potassium chloride,6.5,37,1,32.861,174.3708,0.0498,141.2134,30.9845,0.1893,0.318,0.2334,0.7786,1,0.755,0.7661,1
Q9NZH8,phosphoric acid,mannitol,polysorbate 80,none,potassium chloride,5.5,37,100,26.5217,191.5128,0.0363,0.0,25.3305,0.5366,0.3013,0.2466,0.6604,1,0.6001,0.6019,0
Q9NZH8,histidine,trehalose,polysorbate 80,none,sodium chloride,6.0,4,100,41.0856,284.0969,0.0593,0.0,72.2939,0.2907,0.2126,0.0632,0.8005,2,0.8078,0.7863,1
Q9NZH8,histidine,mannitol,polysorbate 80,proline,none,7.4,37,100,40.1607,225.7957,0.0563,122.9163,0.0,0.2775,0.3291,0.3243,0.6934,2,0.7007,0.6975,1
Q9NZH8,citric acid,mannitol,polysorbate 80,arginine,none,5.0,25,100,24.1536,271.8488,0.0495,94.6234,0.0,0.4094,0.2512,0.1218,0.7086,2,0.7049,0.7004,1
Q9NZH8,phosphoric acid,sorbitol,polysorbate 80,none,none,6.0,40,100,48.8251,148.0617,0.0161,0.0,0.0,0.6006,0.3093,0.2413,0.5917,1,0.5881,0.5663,0
Q9NZH8,citric acid,mannitol,polysorbate 20,methionine,none,6.0,25,100,15.3882,294.0509,0.0739,5.0824,0.0,0.3684,0.1109,0.1052,0.793,2,0.7845,0.7672,1
Q9NZH8,citric acid,trehalose,polysorbate 20,none,sodium chloride,5.5,4,10,19.7143,126.2395,0.0275,0.0,129.8038,0.3148,0.2404,0.0667,0.7798,0,0.7683,0.7642,1
Q9NZH8,citric acid,sorbitol,polysorbate 20,none,potassium chloride,7.4,50,10,34.4173,108.4683,0.0773,0.0,10.5538,0.4053,0.4011,0.3678,0.6254,0,0.5981,0.6063,0
Q9NZH8,histidine,trehalose,polysorbate 80,glycine,none,6.5,50,100,34.5907,254.7168,0.0655,67.2187,0.0,0.4692,0.4024,0.2679,0.6275,2,0.6365,0.6018,0
Q9NZH8,phosphoric acid,mannitol,polysorbate 20,methionine,sodium chloride,6.0,25,100,16.9319,277.3752,0.0351,6.6912,80.2709,0.4454,0.1139,0.1694,0.7376,2,0.7125,0.7118,1
Q9NZH8,acetic acid,mannitol,polysorbate 80,arginine,sodium chloride,7.0,25,100,48.8463,234.9265,0.0119,142.9712,94.5499,0.3041,0.2724,0.29,0.7254,2,0.6773,0.7075,1
Q9NZH8,acetic acid,mannitol,polysorbate 80,proline,sodium chloride,7.4,37,10,25.3536,209.5207,0.0321,65.2859,149.1777,0.2597,0.3135,0.3949,0.7042,1,0.6798,0.695,1
Q9NZH8,histidine,trehalose,polysorbate 80,methionine,potassium chloride,5.5,50,1,22.1723,189.9002,0.0417,7.6419,41.9303,0.468,0.233,0.2303,0.6873,0,0.6744,0.6565,0
Q9NZH8,citric acid,sucrose,polysorbate 80,none,sodium chloride,7.4,50,10,39.7522,111.533,0.0583,0.0,112.3471,0.3571,0.3749,0.3886,0.6715,0,0.612,0.6343,0
Q9NZH8,histidine,sucrose,polysorbate 80,proline,none,5.0,25,1,41.6078,165.791,0.0519,124.8457,0.0,0.2329,0.2544,0.1364,0.791,1,0.7984,0.7851,1
Q9NZH8,histidine,sorbitol,polysorbate 80,glycine,sodium chloride,7.4,37,100,19.3551,109.7162,0.0255,122.0704,104.7698,0.4603,0.3419,0.303,0.6225,2,0.6398,0.612,0
Q9NZH8,citric acid,sucrose,polysorbate 20,methionine,sodium chloride,5.5,40,100,30.9358,121.5631,0.0539,5.7901,115.3485,0.6133,0.1853,0.14,0.66,1,0.6199,0.6175,0
Q9NZH8,citric acid,trehalose,poloxamer 188,glycine,sodium chloride,6.0,37,10,36.0672,158.2711,0.0223,144.3451,108.0202,0.2763,0.3215,0.178,0.7756,1,0.7295,0.7382,1
Q9NZH8,phosphoric acid,trehalose,polysorbate 20,proline,sodium chloride,5.0,25,1,39.3667,192.4554,0.0484,95.4151,141.662,0.2659,0.2781,0.1951,0.7604,0,0.75,0.7486,1
Q9NZH8,acetic acid,sorbitol,polysorbate 80,arginine,sodium chloride,5.0,4,10,21.3531,157.8655,0.0713,80.6662,106.1963,0.2205,0.2234,0.1592,0.7977,0,0.8028,0.794,1
Q9NZH8,acetic acid,sucrose,polysorbate 20,glycine,potassium chloride,6.5,40,1,39.1939,152.959,0.076,154.8473,31.2275,0.1821,0.3185,0.307,0.7655,1,0.7219,0.7514,1
Q9NZH8,histidine,sorbitol,polysorbate 20,none,sodium chloride,6.5,50,1,43.464,112.6321,0.072,0.0,129.6926,0.4471,0.4062,0.2622,0.6641,0,0.6258,0.6144,0
Q9NZH8,histidine,sucrose,polysorbate 20,methionine,sodium chloride,6.5,50,100,34.2242,145.0266,0.072,7.3819,128.3715,0.596,0.2529,0.3101,0.6262,1,0.5809,0.5717,0
Q9NZH8,phosphoric acid,sorbitol,poloxamer 188,methionine,potassium chloride,6.0,50,100,21.2903,298.4887,0.0453,3.9809,25.6388,0.6593,0.242,0.3097,0.6106,2,0.5714,0.5463,0
Q9NZH8,citric acid,sucrose,poloxamer 188,methionine,potassium chloride,6.0,4,100,27.1927,163.3055,0.0103,2.3589,16.1658,0.4585,0.0905,0.0721,0.7537,1,0.7898,0.7373,1
Q9NZH8,phosphoric acid,mannitol,polysorbate 80,methionine,potassium chloride,5.0,25,1,35.975,283.6375,0.0626,4.8443,43.5729,0.2924,0.1331,0.1903,0.8159,1,0.819,0.783,1
Q9NZH8,histidine,sucrose,polysorbate 20,proline,sodium chloride,5.5,25,10,46.1455,119.6211,0.0238,122.1714,56.3583,0.2871,0.2803,0.1199,0.7414,1,0.7349,0.7497,1
Q9NZH8,histidine,trehalose,polysorbate 80,methionine,none,6.5,40,100,37.3728,259.1942,0.0722,8.1454,0.0,0.3564,0.2097,0.2377,0.7514,2,0.7677,0.7201,1
Q9NZH8,phosphoric acid,sorbitol,polysorbate 20,glycine,none,7.0,50,10,38.9583,101.6515,0.0236,68.8691,0.0,0.4881,0.389,0.412,0.6204,0,0.5403,0.5627,0
Q9NZH8,acetic acid,sorbitol,polysorbate 80,arginine,none,7.4,40,100,28.6633,122.6748,0.0193,65.2399,0.0,0.4985,0.3348,0.3961,0.5892,1,0.6065,0.5749,0
Q9NZH8,histidine,mannitol,poloxamer 188,proline,sodium chloride,6.0,4,10,26.8658,272.4851,0.0472,125.157,130.6189,0.1768,0.2139,0.0493,0.8812,2,0.8479,0.8469,1
Q9NZH8,citric acid,mannitol,polysorbate 20,glycine,potassium chloride,6.0,40,10,25.901,265.009,0.0258,173.6285,17.2008,0.3296,0.3281,0.2094,0.7066,2,0.6968,0.6988,1
Q9NZH8,citric acid,sorbitol,polysorbate 20,none,none,5.5,37,100,20.0548,145.7377,0.0719,0.0,0.0,0.521,0.3239,0.155,0.6564,1,0.6362,0.6221,0
Q9NZH8,citric acid,sorbitol,polysorbate 80,proline,none,7.0,4,1,10.7975,119.7296,0.0517,107.6619,0.0,0.1186,0.2272,0.1675,0.8471,1,0.832,0.8406,1
Q9NZH8,citric acid,sorbitol,poloxamer 188,methionine,none,7.4,4,100,36.4812,161.9763,0.0176,2.8777,0.0,0.4171,0.0622,0.1814,0.7665,1,0.7634,0.7399,1
Q9NZH8,citric acid,sucrose,poloxamer 188,methionine,none,7.4,25,100,18.9682,214.4934,0.025,3.0368,0.0,0.3072,0.1164,0.264,0.7829,2,0.7402,0.7571,1
Q9NZH8,histidine,sucrose,polysorbate 80,proline,none,6.0,37,100,38.8484,169.0363,0.0175,142.8735,0.0,0.4462,0.2788,0.1814,0.6974,2,0.6861,0.6661,0
Q9NZH8,citric acid,sucrose,poloxamer 188,methionine,none,7.4,25,1,11.1907,126.8673,0.0422,1.0311,0.0,0.0962,0.1287,0.2613,0.8928,0,0.8557,0.8617,1
Q9NZH8,acetic acid,sorbitol,polysorbate 80,methionine,none,7.4,40,10,24.9294,107.182,0.0302,3.7535,0.0,0.2961,0.1692,0.3993,0.7572,0,0.7361,0.7222,1
Q9NZH8,acetic acid,trehalose,polysorbate 80,arginine,none,5.5,40,100,34.0382,218.3463,0.0432,84.6714,0.0,0.4539,0.3358,0.2535,0.6576,2,0.6587,0.6305,0
Q9NZH8,histidine,trehalose,poloxamer 188,none,none,5.0,25,100,10.8601,204.3669,0.0121,0.0,0.0,0.5198,0.2742,0.1115,0.6923,2,0.677,0.6489,0
Q9NZH8,histidine,trehalose,polysorbate 80,methionine,potassium chloride,7.4,4,1,39.0213,178.7075,0.0392,5.6241,40.9833,0.1389,0.1012,0.1752,0.8876,0,0.8714,0.8668,1
Q9NZH8,acetic acid,trehalose,poloxamer 188,arginine,none,5.0,37,10,24.1407,193.6765,0.0475,92.4946,0.0,0.277,0.3224,0.2469,0.7426,0,0.7334,0.7216,1
Q9NZH8,citric acid,sucrose,poloxamer 188,proline,none,7.4,37,1,36.878,123.065,0.0453,92.5922,0.0,0.1798,0.3184,0.3205,0.7652,0,0.7318,0.7507,1
Q9NZH8,citric acid,sucrose,poloxamer 188,none,none,7.4,4,10,16.3126,250.4663,0.0464,0.0,0.0,0.1197,0.1939,0.2252,0.8577,1,0.8193,0.8374,1
Q9NZH8,histidine,sucrose,poloxamer 188,none,potassium chloride,5.5,37,100,21.5494,139.5363,0.0392,0.0,45.5718,0.5192,0.3377,0.1683,0.6666,1,0.6519,0.6199,0
Q9NZH8,acetic acid,mannitol,polysorbate 20,none,potassium chloride,5.5,37,1,40.5906,122.1,0.0285,0.0,48.4894,0.3842,0.3021,0.2458,0.6802,0,0.6263,0.6674,0
Q9NZH8,citric acid,mannitol,polysorbate 20,proline,none,6.0,50,10,44.6299,212.3954,0.0532,65.6067,0.0,0.443,0.4256,0.2372,0.6445,1,0.6306,0.6143,0
Q9NZH8,acetic acid,sorbitol,polysorbate 80,glycine,none,7.4,25,10,11.2404,259.1209,0.0483,138.3664,0.0,0.1057,0.2593,0.3579,0.8068,2,0.777,0.7952,1
Q9NZH8,phosphoric acid,sorbitol,polysorbate 80,methionine,sodium chloride,7.4,40,10,34.1925,164.9319,0.0194,7.7704,88.2541,0.3759,0.1791,0.3896,0.6861,0,0.6916,0.6778,0
Q9NZH8,acetic acid,sorbitol,polysorbate 20,arginine,sodium chloride,6.5,4,10,19.0646,253.3378,0.0496,90.8509,75.4915,0.1272,0.2254,0.1747,0.8235,1,0.8231,0.8328,1
Q9NZH8,citric acid,mannitol,polysorbate 20,none,potassium chloride,6.0,25,100,48.5674,127.8786,0.06,0.0,18.0273,0.441,0.2604,0.1372,0.7024,1,0.71,0.6827,1
Q9NZH8,phosphoric acid,trehalose,polysorbate 80,arginine,none,7.4,25,1,45.1374,118.4849,0.0202,57.1866,0.0,0.097,0.2609,0.3336,0.7933,0,0.8083,0.8036,1
Q9NZH8,phosphoric acid,mannitol,polysorbate 80,arginine,sodium chloride,6.5,50,1,15.5271,265.2175,0.07,92.9364,115.1855,0.2916,0.3818,0.3734,0.6907,1,0.6724,0.6688,0
Q9NZH8,phosphoric acid,sucrose,poloxamer 188,methionine,potassium chloride,5.5,50,10,38.5019,258.4438,0.048,8.0929,31.9429,0.4106,0.241,0.3452,0.699,1,0.6403,0.6557,0
Q9NZH8,histidine,sorbitol,polysorbate 20,arginine,potassium chloride,7.0,37,100,10.3718,232.4957,0.0799,131.925,33.843,0.2537,0.3038,0.2942,0.7094,2,0.7248,0.7218,1
Q9NZH8,phosphoric acid,trehalose,polysorbate 20,none,potassium chloride,7.0,40,100,24.1857,253.7595,0.0572,0.0,19.6211,0.3951,0.3179,0.3544,0.6735,2,0.6078,0.6377,0
Q9NZH8,phosphoric acid,sorbitol,polysorbate 80,arginine,potassium chloride,6.5,25,100,42.9718,189.3939,0.0201,144.0208,31.838,0.2853,0.262,0.2169,0.7513,2,0.74,0.7386,1
Q9NZH8,histidine,sorbitol,poloxamer 188,none,potassium chloride,7.0,25,10,49.1033,138.6698,0.0319,0.0,10.5871,0.1981,0.2639,0.2239,0.8045,0,0.7521,0.7791,1
Q9NZH8,acetic acid,sorbitol,polysorbate 80,glycine,none,5.0,40,10,14.8902,136.7862,0.0586,54.0769,0.0,0.4095,0.3434,0.2363,0.6793,0,0.6583,0.6523,0
Q9NZH8,acetic acid,trehalose,poloxamer 188,proline,none,7.4,40,100,16.1028,114.6944,0.0347,111.4592,0.0,0.363,0.3272,0.4135,0.6635,2,0.6259,0.6381,0
Q9NZH8,acetic acid,sucrose,polysorbate 80,none,none,7.0,50,100,31.7506,270.4363,0.0354,0.0,0.0,0.5212,0.4078,0.422,0.563,2,0.5145,0.5346,0
Q9NZH8,citric acid,sucrose,polysorbate 20,glycine,potassium chloride,7.4,40,10,14.4888,136.5425,0.0721,165.6446,33.1724,0.2115,0.3169,0.3306,0.753,1,0.7443,0.7361,1
Q9NZH8,phosphoric acid,trehalose,polysorbate 20,methionine,sodium chloride,7.0,4,100,41.7813,267.9819,0.0469,9.1205,82.9072,0.3147,0.0739,0.2263,0.7824,2,0.8191,0.7765,1
Q9NZH8,acetic acid,trehalose,polysorbate 20,none,potassium chloride,5.0,40,100,17.1651,134.6871,0.0178,0.0,10.3916,0.6689,0.3447,0.2615,0.5559,1,0.5319,0.5188,0
Q9NZH8,citric acid,sucrose,poloxamer 188,none,potassium chloride,5.0,40,100,40.1912,249.9158,0.0238,0.0,38.2587,0.5769,0.3514,0.1867,0.6364,2,0.5903,0.5819,0
Q9NZH8,histidine,sucrose,polysorbate 80,none,sodium chloride,5.0,50,100,40.8753,274.7905,0.0245,0.0,140.389,0.7253,0.376,0.2392,0.5161,2,0.5215,0.4878,0
Q9NZH8,acetic acid,sucrose,polysorbate 20,none,sodium chloride,5.0,50,100,38.7111,135.7954,0.0793,0.0,104.4763,0.7095,0.4151,0.292,0.5373,1,0.4769,0.4749,0
Q9NZH8,citric acid,trehalose,poloxamer 188,none,sodium chloride,5.0,40,100,40.3388,159.1448,0.0131,0.0,66.9674,0.6896,0.3174,0.1916,0.5392,1,0.5482,0.5284,0
Q9NZH8,acetic acid,trehalose,polysorbate 80,none,potassium chloride,5.0,40,100,12.5836,164.717,0.0426,0.0,17.3097,0.6014,0.3609,0.2266,0.5938,1,0.565,0.5557,0
Q9NZH8,acetic acid,sorbitol,polysorbate 20,none,potassium chloride,5.0,40,100,46.8899,176.2675,0.0254,0.0,28.1793,0.6461,0.3177,0.2515,0.5901,1,0.5639,0.5423,0
Q9NZH8,acetic acid,trehalose,polysorbate 80,none,potassium chloride,5.0,40,100,48.5736,281.6679,0.0199,0.0,39.4307,0.5669,0.3071,0.2648,0.6139,2,0.6242,0.5816,0
Q9NZH8,histidine,sucrose,polysorbate 20,none,sodium chloride,5.0,50,100,10.3447,211.4103,0.0336,0.0,124.6284,0.7467,0.4101,0.2521,0.5253,2,0.499,0.4687,0
Q9NZH8,phosphoric acid,mannitol,polysorbate 20,none,sodium chloride,5.0,40,100,22.6404,115.1265,0.079,0.0,82.3529,0.6346,0.3002,0.255,0.5825,1,0.5944,0.5517,0
Q9NZH8,histidine,sorbitol,polysorbate 20,none,potassium chloride,5.0,40,100,29.485,204.0587,0.0465,0.0,45.6329,0.6299,0.3304,0.2005,0.6007,2,0.5819,0.5579,0
Q9NZH8,phosphoric acid,trehalose,polysorbate 20,none,potassium chloride,7.0,40,100,39.9353,211.6411,0.0305,0.0,35.2476,0.4858,0.3385,0.3504,0.6049,2,0.6052,0.5892,0
Q9NZH8,citric acid,trehalose,polysorbate 20,none,potassium chloride,7.4,40,100,33.9451,260.8221,0.0228,0.0,15.334,0.4099,0.331,0.3547,0.6543,2,0.6215,0.6276,0
Q9NZH8,histidine,sorbitol,polysorbate 80,none,potassium chloride,6.5,40,100,29.0861,204.9548,0.0184,0.0,33.1748,0.5464,0.3308,0.2137,0.6537,2,0.6004,0.5967,0
Q9NZH8,phosphoric acid,trehalose,polysorbate 20,none,sodium chloride,5.0,40,100,33.3981,183.9716,0.0248,0.0,65.3396,0.6715,0.3193,0.2668,0.5714,1,0.5474,0.5255,0
Q9NZH8,citric acid,sucrose,poloxamer 188,none,potassium chloride,5.0,50,10,20.5808,129.3892,0.0431,0.0,12.0547,0.5754,0.3992,0.2405,0.5878,0,0.58,0.5557,0
Q9NZH8,acetic acid,sorbitol,poloxamer 188,none,potassium chloride,5.0,50,100,16.3319,259.9875,0.0344,0.0,33.7558,0.7454,0.3735,0.3166,0.4814,2,0.4554,0.4569,0
Q9NZH8,histidine,sucrose,polysorbate 80,none,sodium chloride,7.0,40,100,19.4995,173.8852,0.0725,0.0,76.205,0.4193,0.3578,0.28,0.6756,1,0.656,0.6367,0
Q9NZH8,acetic acid,sorbitol,poloxamer 188,none,sodium chloride,6.5,50,10,34.0188,124.8896,0.0476,0.0,79.1812,0.4838,0.3918,0.3633,0.6186,0,0.5888,0.5762,0
Q9NZH8,acetic acid,mannitol,polysorbate 80,none,sodium chloride,5.0,50,100,19.7914,172.2328,0.0216,0.0,62.0031,0.7787,0.4235,0.35,0.4473,1,0.4564,0.4226,0
Q9NZH8,histidine,trehalose,polysorbate 80,none,sodium chloride,5.0,40,100,38.3552,213.8649,0.0308,0.0,92.8464,0.6686,0.3496,0.2037,0.552,2,0.57,0.5308,0
Q9NZH8,citric acid,sucrose,polysorbate 80,none,potassium chloride,5.0,40,100,10.8954,264.4697,0.0656,0.0,25.8618,0.5082,0.3463,0.173,0.632,2,0.63,0.6157,0
Q9NZH8,phosphoric acid,mannitol,poloxamer 188,none,sodium chloride,5.0,50,100,22.827,187.0079,0.0499,0.0,118.5658,0.7651,0.3906,0.3067,0.4971,1,0.4628,0.4495,0
Q9NZH8,phosphoric acid,sorbitol,polysorbate 80,none,sodium chloride,5.0,50,100,42.4872,264.1811,0.0559,0.0,84.1527,0.725,0.3716,0.3216,0.5236,2,0.4707,0.4708,0
Q9NZH8,phosphoric acid,sorbitol,poloxamer 188,none,sodium chloride,5.0,40,100,16.4545,110.3459,0.0232,0.0,143.8837,0.7615,0.3222,0.2764,0.5332,1,0.5237,0.4807,0
Q9NZH8,citric acid,sucrose,polysorbate 80,none,sodium chloride,5.0,40,100,24.105,224.6623,0.0541,0.0,60.5458,0.558,0.3431,0.2034,0.6507,2,0.6237,0.5927,0
Q9NZH8,acetic acid,sucrose,polysorbate 20,none,potassium chloride,6.0,40,100,37.833,134.1259,0.0647,0.0,16.6551,0.5043,0.3143,0.2223,0.6475,1,0.6179,0.6163,0
Q9NZH8,citric acid,mannitol,polysorbate 80,none,sodium chloride,6.5,50,10,26.3168,217.2079,0.0522,0.0,135.4401,0.4256,0.3917,0.2938,0.6356,1,0.6366,0.6179,0
Q9NZH8,acetic acid,sucrose,polysorbate 20,none,sodium chloride,5.0,40,100,48.0854,191.9443,0.0406,0.0,92.3109,0.6267,0.3351,0.2867,0.5816,1,0.5545,0.5381,0
Q9NZH8,acetic acid,trehalose,poloxamer 188,none,potassium chloride,5.0,40,100,25.4481,175.575,0.0273,0.0,24.2541,0.6494,0.3615,0.2578,0.5738,1,0.5436,0.5266,0
Q9NZH8,acetic acid,mannitol,polysorbate 20,none,potassium chloride,5.0,50,100,41.8948,174.9776,0.0754,0.0,10.8774,0.7207,0.3856,0.3055,0.546,1,0.4853,0.4762,0
Q9NZH8,phosphoric acid,sucrose,poloxamer 188,none,sodium chloride,5.0,40,100,37.4915,120.3006,0.0133,0.0,109.2174,0.6686,0.3365,0.2738,0.5821,1,0.5195,0.5207,0
Q9NZH8,citric acid,sorbitol,polysorbate 80,none,sodium chloride,5.0,40,100,45.937,290.7623,0.0501,0.0,60.4571,0.6371,0.3655,0.1783,0.5845,2,0.5488,0.5467,0
Q9NZH8,phosphoric acid,sorbitol,polysorbate 80,none,potassium chloride,5.0,50,100,23.6118,288.9659,0.0548,0.0,41.5244,0.7616,0.3706,0.3079,0.5191,2,0.4698,0.4583,0
Q9NZH8,citric acid,sorbitol,polysorbate 20,none,sodium chloride,5.0,50,100,39.4264,141.7528,0.0793,0.0,79.7693,0.7121,0.3922,0.2798,0.5235,1,0.5001,0.4813,0
Q9NZH8,phosphoric acid,sucrose,polysorbate 80,none,potassium chloride,6.5,50,10,40.5829,258.7583,0.0636,0.0,38.246,0.2923,0.3987,0.3672,0.6751,1,0.6641,0.6634,0
Q9NZH8,phosphoric acid,mannitol,polysorbate 80,none,potassium chloride,5.0,40,100,32.3905,230.5018,0.0182,0.0,46.7907,0.6754,0.3062,0.2654,0.6025,2,0.5282,0.5293,0
Q9NZH8,citric acid,mannitol,polysorbate 80,none,potassium chloride,5.0,50,100,41.8644,269.8496,0.0712,0.0,24.2175,0.6832,0.4126,0.2424,0.5194,2,0.5205,0.4963,0
Q9NZH8,histidine,sorbitol,polysorbate 20,none,sodium chloride,5.0,50,100,16.6605,199.1321,0.0583,0.0,60.6693,0.7956,0.3854,0.2474,0.485,1,0.4778,0.4489,0
Q9NZH8,histidine,sorbitol,polysorbate 20,none,sodium chloride,5.0,40,100,38.1587,256.4165,0.0163,0.0,84.1828,0.7147,0.3365,0.1821,0.5691,2,0.5584,0.5203,0
Q9NZH7,histidine,sucrose,polysorbate 20,arginine,potassium chloride,6.0,37,10,21.6215,118.8317,0.0225,126.1708,23.4603,0.1804,0.4126,0.1507,0.7998,1,0.7581,0.7666,1
Q9NZH7,acetic acid,trehalose,poloxamer 188,none,none,6.0,4,100,29.6282,105.9507,0.0175,0.0,0.0,0.3751,0.289,0.1066,0.7248,1,0.732,0.7127,1
Q9NZH7,citric acid,sorbitol,poloxamer 188,glycine,none,5.0,4,10,32.9825,129.2791,0.0474,159.8677,0.0,0.121,0.3114,0.0291,0.871,1,0.8315,0.8489,1
Q9NZH7,citric acid,trehalose,poloxamer 188,glycine,sodium chloride,7.0,4,1,16.4681,155.3254,0.0395,117.8239,118.5082,0.1613,0.3032,0.1458,0.8002,1,0.8042,0.8029,1
Q9NZH7,histidine,trehalose,polysorbate 80,none,potassium chloride,7.0,37,10,35.8205,195.681,0.0223,0.0,33.5629,0.2144,0.4217,0.2582,0.7413,0,0.7226,0.7218,1
Q9NZH7,phosphoric acid,mannitol,polysorbate 20,methionine,potassium chloride,7.4,40,1,45.0049,213.4485,0.0115,9.6502,40.512,0.3871,0.2983,0.3885,0.69,1,0.6336,0.6431,0
Q9NZH7,citric acid,sucrose,poloxamer 188,methionine,none,5.5,4,10,27.6209,173.7026,0.042,3.9901,0.0,0.1168,0.1642,0.0396,0.9243,0,0.8981,0.8928,1
Q9NZH7,citric acid,sucrose,polysorbate 20,arginine,sodium chloride,6.0,4,100,16.5684,191.5379,0.0234,106.6306,116.1805,0.2752,0.304,0.0673,0.7715,2,0.7742,0.7654,1
Q9NZH7,phosphoric acid,sucrose,polysorbate 80,arginine,potassium chloride,6.0,25,1,13.6155,213.5006,0.0308,97.0857,35.5293,0.1118,0.3482,0.1842,0.8161,1,0.8049,0.8078,1
Q9NZH7,acetic acid,mannitol,polysorbate 80,none,sodium chloride,5.5,25,10,12.816,173.2718,0.0139,0.0,67.1716,0.2373,0.3536,0.1795,0.7515,0,0.7003,0.7412,1
Q9NZH7,phosphoric acid,sucrose,poloxamer 188,glycine,potassium chloride,6.0,4,1,32.5158,230.3838,0.0494,177.3643,35.5678,0.0309,0.3064,0.1044,0.8765,2,0.8502,0.8746,1
Q9NZH7,histidine,mannitol,polysorbate 80,methionine,sodium chloride,6.5,25,10,20.915,127.7204,0.0494,2.9409,91.6411,0.1922,0.255,0.1645,0.8187,0,0.8283,0.8019,1
Q9NZH7,phosphoric acid,sucrose,polysorbate 80,none,none,7.0,25,100,46.1741,265.1249,0.0331,0.0,0.0,0.2965,0.3616,0.2603,0.7341,2,0.7283,0.7014,1
Q9NZH7,histidine,sorbitol,polysorbate 20,methionine,potassium chloride,6.0,25,100,25.9456,141.8287,0.0482,3.3337,16.3341,0.3892,0.2439,0.0651,0.7855,1,0.7415,0.7325,1
Q9NZH7,phosphoric acid,sorbitol,poloxamer 188,methionine,sodium chloride,5.0,37,1,20.5317,202.2138,0.0195,1.2365,102.4517,0.3356,0.303,0.2416,0.7147,1,0.7028,0.6976,1
Q9NZH7,acetic acid,mannitol,polysorbate 20,proline,potassium chloride,7.0,40,1,27.9428,221.1976,0.053,148.0118,44.22,0.2116,0.4468,0.3069,0.7113,2,0.7176,0.7046,1
Q9NZH7,citric acid,sucrose,polysorbate 20,arginine,potassium chloride,7.0,40,100,24.4892,136.1475,0.0407,50.3246,14.591,0.4624,0.4098,0.2551,0.6228,1,0.6113,0.6026,0
Q9NZH7,acetic acid,sorbitol,poloxamer 188,none,potassium chloride,7.4,37,100,43.3462,238.2899,0.0258,0.0,39.2235,0.4899,0.426,0.3641,0.6029,2,0.5769,0.5633,0
Q9NZH7,phosphoric acid,mannitol,poloxamer 188,glycine,sodium chloride,7.4,37,10,24.9217,164.1422,0.0123,170.7678,137.6236,0.3348,0.4542,0.3909,0.6595,1,0.6468,0.6267,0
Q9NZH7,phosphoric acid,sucrose,poloxamer 188,none,none,7.4,25,10,21.0181,141.9269,0.0259,0.0,0.0,0.2398,0.3543,0.3448,0.718,0,0.6787,0.7045,1
Q9NZH7,histidine,trehalose,poloxamer 188,proline,none,6.0,37,1,24.0508,298.2113,0.0147,131.9629,0.0,0.1112,0.4355,0.1693,0.8047,2,0.7838,0.7885,1
Q9NZH7,phosphoric acid,mannitol,polysorbate 80,arginine,potassium chloride,7.0,37,10,46.775,204.2433,0.0547,110.5923,19.5768,0.1299,0.4218,0.3388,0.7421,2,0.7,0.7393,1
Q9NZH7,citric acid,sorbitol,polysorbate 80,glycine,potassium chloride,5.0,4,10,16.7494,281.4634,0.0355,112.0502,19.6955,0.1158,0.3193,0.0409,0.8793,2,0.8493,0.8495,1
