protein_id,buffer,sugar,surfactant,amino_acid,ph,temperature_c,buf_conc_mM,sug_conc_mM,sur_conc_mM,aa_conc_mM,aggregation_score,oxidation_level,deamidation_level,potency_retention,viscosity_class,shelf_life_score
O15467,phosphoric acid,sorbitol,poloxamer 188,proline,5.5,4,50.0,200.0,0.01,100.0,0.3604,0.2734,0.5559,0.6659,0,0.6363
O15467,acetic acid,sucrose,polysorbate 20,glycine,6.0,40,30.0,300.0,0.08,125.0,0.1848,0.3574,0.6262,0.6552,2,0.6297
O15467,histidine,trehalose,poloxamer 188,proline,6.0,40,30.0,300.0,0.01,100.0,0.242,0.3036,0.5537,0.6524,1,0.6616
O15467,acetic acid,sucrose,polysorbate 80,methionine,6.0,25,10.0,100.0,0.045,10.0,0.0778,0.1647,0.5342,0.8258,0,0.7879
O15467,citric acid,mannitol,poloxamer 188,methionine,6.0,40,30.0,300.0,0.03,10.0,0.3644,0.2265,0.5728,0.6449,1,0.611
O15467,citric acid,trehalose,polysorbate 20,none,5.5,40,50.0,300.0,0.01,0.0,0.1336,0.4024,0.5737,0.6378,1,0.6296
O15467,citric acid,sorbitol,poloxamer 188,methionine,5.0,25,50.0,100.0,0.03,1.0,0.3458,0.1459,0.444,0.7427,0,0.6705
O15467,phosphoric acid,sucrose,poloxamer 188,methionine,6.5,40,50.0,200.0,0.01,5.5,0.2089,0.2249,0.6513,0.6632,0,0.6304
O15467,acetic acid,trehalose,polysorbate 20,glycine,6.0,4,30.0,100.0,0.01,200.0,0.0346,0.273,0.568,0.8158,1,0.7576
O15467,histidine,mannitol,polysorbate 20,none,6.5,40,10.0,200.0,0.045,0.0,0.2979,0.2603,0.5599,0.6535,0,0.6428
O15467,acetic acid,mannitol,poloxamer 188,none,5.5,40,10.0,300.0,0.05,0.0,0.3453,0.366,0.6494,0.582,1,0.5726
O15467,histidine,mannitol,poloxamer 188,arginine,7.4,4,50.0,300.0,0.03,50.0,0.23,0.1899,0.5517,0.7544,1,0.6918
O15467,acetic acid,sorbitol,poloxamer 188,arginine,6.0,25,10.0,100.0,0.03,50.0,0.261,0.278,0.5516,0.7116,0,0.6521
O15467,histidine,sorbitol,polysorbate 80,proline,6.5,4,30.0,300.0,0.045,150.0,0.2171,0.2102,0.4553,0.7461,2,0.7312
O15467,citric acid,sorbitol,polysorbate 20,arginine,6.0,25,30.0,100.0,0.08,150.0,0.118,0.2617,0.4567,0.7933,1,0.7124
O15467,acetic acid,mannitol,polysorbate 80,none,5.5,25,10.0,100.0,0.01,0.0,0.2275,0.2712,0.5403,0.7384,0,0.6797
O15467,phosphoric acid,sorbitol,polysorbate 20,glycine,6.0,40,30.0,300.0,0.01,200.0,0.3051,0.3724,0.623,0.62,2,0.5912
O15467,acetic acid,mannitol,polysorbate 20,glycine,6.0,40,10.0,300.0,0.045,125.0,0.2845,0.3977,0.6486,0.5814,2,0.581
O15467,histidine,sucrose,poloxamer 188,glycine,6.5,4,10.0,100.0,0.01,50.0,0.1668,0.1765,0.4524,0.7799,0,0.758
O15467,citric acid,trehalose,polysorbate 80,proline,6.0,25,10.0,200.0,0.045,50.0,0.1284,0.2682,0.4167,0.7448,0,0.7401
O15467,acetic acid,sorbitol,poloxamer 188,arginine,7.0,25,50.0,200.0,0.05,50.0,0.2225,0.2875,0.6527,0.6622,0,0.5927
O15467,histidine,trehalose,polysorbate 20,glycine,5.0,25,10.0,100.0,0.01,200.0,0.0979,0.186,0.4415,0.7836,1,0.782
O15467,histidine,sucrose,poloxamer 188,glycine,6.5,4,10.0,100.0,0.01,50.0,0.2272,0.1889,0.4331,0.7667,0,0.6952
O15467,citric acid,mannitol,polysorbate 20,methionine,7.4,40,30.0,100.0,0.08,5.5,0.3708,0.235,0.6146,0.6023,0,0.6061
O15467,acetic acid,sucrose,poloxamer 188,methionine,7.0,4,10.0,100.0,0.05,1.0,0.179,0.1278,0.6255,0.7763,0,0.6894
O15467,citric acid,trehalose,poloxamer 188,methionine,5.0,25,50.0,100.0,0.05,5.5,0.1243,0.1259,0.4696,0.8108,0,0.8064
O15467,citric acid,sorbitol,polysorbate 80,glycine,7.0,4,50.0,300.0,0.08,125.0,0.2186,0.2901,0.5474,0.7147,2,0.656
O15467,phosphoric acid,mannitol,poloxamer 188,methionine,5.5,4,50.0,200.0,0.03,1.0,0.3133,0.1439,0.5313,0.7037,0,0.6497
O15467,phosphoric acid,mannitol,polysorbate 20,arginine,7.4,25,30.0,100.0,0.045,150.0,0.2204,0.2939,0.6561,0.6713,1,0.6393
O15467,acetic acid,trehalose,polysorbate 80,arginine,5.0,25,10.0,300.0,0.01,50.0,0.0,0.2876,0.5305,0.8108,1,0.7461
O15467,phosphoric acid,trehalose,poloxamer 188,proline,6.0,25,10.0,300.0,0.05,50.0,0.1327,0.298,0.5192,0.765,1,0.7154
O15467,phosphoric acid,trehalose,poloxamer 188,arginine,6.0,4,10.0,100.0,0.03,50.0,0.0826,0.2669,0.5455,0.7834,0,0.7202
O15467,acetic acid,sorbitol,poloxamer 188,proline,6.5,25,50.0,100.0,0.03,100.0,0.352,0.3186,0.5398,0.6213,0,0.6182
O15467,phosphoric acid,trehalose,polysorbate 80,none,5.0,4,10.0,300.0,0.01,0.0,0.1062,0.2912,0.5282,0.762,1,0.6893
O15467,histidine,mannitol,polysorbate 80,proline,6.5,25,50.0,300.0,0.01,50.0,0.225,0.1563,0.444,0.7542,1,0.7325
O15467,histidine,mannitol,polysorbate 80,glycine,6.5,40,30.0,100.0,0.045,125.0,0.328,0.2869,0.5504,0.6029,1,0.6301
O15467,histidine,mannitol,polysorbate 80,arginine,6.0,4,30.0,200.0,0.01,50.0,0.1409,0.1636,0.4948,0.8051,0,0.7431
O15467,histidine,sorbitol,polysorbate 80,arginine,5.0,4,50.0,100.0,0.045,150.0,0.2015,0.2202,0.4471,0.7709,1,0.6995
O15467,phosphoric acid,mannitol,polysorbate 80,none,6.5,4,50.0,300.0,0.01,0.0,0.2013,0.2793,0.5537,0.7316,1,0.6808
O15467,citric acid,sucrose,polysorbate 20,methionine,5.0,4,30.0,200.0,0.045,5.5,0.0795,0.1091,0.4312,0.8383,0,0.8005
O15467,citric acid,sucrose,poloxamer 188,arginine,7.4,4,30.0,300.0,0.03,150.0,0.1072,0.2601,0.5429,0.7896,2,0.7102
O15467,acetic acid,trehalose,polysorbate 20,arginine,7.4,25,10.0,100.0,0.08,100.0,0.0228,0.2805,0.6551,0.7711,0,0.7235
O15467,histidine,sucrose,poloxamer 188,methionine,7.0,40,30.0,100.0,0.05,10.0,0.2427,0.1261,0.6559,0.6946,0,0.6982
O15467,histidine,mannitol,polysorbate 20,arginine,7.0,25,30.0,200.0,0.08,50.0,0.1306,0.2129,0.5368,0.8031,0,0.7392
O15467,phosphoric acid,mannitol,poloxamer 188,none,7.0,4,30.0,300.0,0.05,0.0,0.2783,0.2895,0.649,0.6846,1,0.6027
O15467,phosphoric acid,sorbitol,polysorbate 80,none,6.5,25,30.0,200.0,0.045,0.0,0.2131,0.3107,0.548,0.7285,0,0.6526
O15467,citric acid,sorbitol,poloxamer 188,none,6.5,25,30.0,100.0,0.05,0.0,0.389,0.2698,0.4377,0.7064,0,0.6232
O15467,phosphoric acid,trehalose,polysorbate 20,proline,7.4,25,30.0,300.0,0.08,50.0,0.1037,0.3012,0.6469,0.7025,1,0.6737
O15467,histidine,mannitol,poloxamer 188,glycine,7.0,25,50.0,300.0,0.05,50.0,0.3087,0.2067,0.5818,0.6844,1,0.656
O60383,citric acid,trehalose,poloxamer 188,methionine,5.0,25,10.0,300.0,0.05,1.0,0.1911,0.2049,0.239,0.7754,1,0.7873
O60383,histidine,sucrose,polysorbate 20,none,7.4,4,50.0,100.0,0.08,0.0,0.0668,0.2294,0.3486,0.8408,0,0.8228
O60383,phosphoric acid,sorbitol,polysorbate 80,proline,7.4,25,50.0,200.0,0.08,150.0,0.245,0.3075,0.3786,0.737,1,0.6919
O60383,acetic acid,trehalose,poloxamer 188,proline,7.4,25,50.0,100.0,0.01,150.0,0.1721,0.2995,0.4143,0.7546,1,0.7303
O60383,acetic acid,trehalose,poloxamer 188,glycine,7.4,4,50.0,100.0,0.03,50.0,0.2071,0.3656,0.4083,0.7434,0,0.6859
O60383,histidine,mannitol,polysorbate 80,methionine,6.0,4,50.0,300.0,0.01,1.0,0.239,0.0747,0.2504,0.8378,1,0.7933
O60383,histidine,sucrose,polysorbate 80,proline,5.0,4,10.0,300.0,0.01,50.0,0.0678,0.2287,0.2388,0.8329,1,0.8321
O60383,phosphoric acid,sorbitol,polysorbate 80,methionine,6.0,40,30.0,100.0,0.08,10.0,0.3633,0.2841,0.4559,0.6437,0,0.6325
O60383,phosphoric acid,mannitol,polysorbate 20,proline,5.5,25,30.0,300.0,0.08,100.0,0.2246,0.3394,0.3371,0.7044,1,0.7012
O60383,histidine,sorbitol,polysorbate 80,methionine,6.0,25,10.0,200.0,0.08,5.5,0.1903,0.109,0.2278,0.8418,0,0.8408
O60383,acetic acid,sucrose,polysorbate 20,none,7.0,25,50.0,200.0,0.01,0.0,0.0975,0.3109,0.4276,0.7755,0,0.7046
O60383,acetic acid,sucrose,polysorbate 20,arginine,6.5,25,50.0,100.0,0.01,50.0,0.0007,0.3298,0.3267,0.8058,0,0.8258
O60383,histidine,sorbitol,polysorbate 20,proline,5.5,40,30.0,100.0,0.045,100.0,0.3484,0.3342,0.337,0.6272,0,0.6684
O60383,acetic acid,trehalose,poloxamer 188,methionine,5.0,4,50.0,100.0,0.05,10.0,0.1904,0.1655,0.3405,0.8359,0,0.7865
O60383,histidine,sorbitol,polysorbate 80,none,5.5,25,30.0,300.0,0.08,0.0,0.2458,0.2231,0.197,0.8252,1,0.8167
O60383,acetic acid,sucrose,polysorbate 20,none,5.0,40,50.0,200.0,0.01,0.0,0.2311,0.4268,0.4059,0.627,0,0.6241
O60383,acetic acid,mannitol,polysorbate 80,arginine,6.0,40,30.0,200.0,0.01,150.0,0.2516,0.4656,0.4262,0.6305,1,0.6594
O60383,citric acid,sucrose,polysorbate 80,methionine,6.5,4,10.0,200.0,0.08,10.0,0.0727,0.2242,0.2688,0.8473,0,0.8115
O60383,citric acid,sorbitol,polysorbate 80,proline,5.5,4,30.0,300.0,0.08,100.0,0.239,0.3265,0.2059,0.7909,1,0.769
O60383,citric acid,sorbitol,poloxamer 188,arginine,5.0,4,10.0,100.0,0.05,150.0,0.2761,0.3082,0.2044,0.7583,1,0.7258
O60383,histidine,sorbitol,polysorbate 20,proline,7.4,25,10.0,300.0,0.08,150.0,0.2079,0.2539,0.3437,0.7995,2,0.7178
O60383,phosphoric acid,sucrose,polysorbate 20,methionine,5.0,25,30.0,300.0,0.08,5.5,0.0578,0.1987,0.338,0.8803,1,0.8243
O60383,histidine,sucrose,polysorbate 80,proline,7.4,25,30.0,200.0,0.08,50.0,0.1402,0.2443,0.3502,0.7941,0,0.7658
O60383,citric acid,sucrose,polysorbate 80,glycine,5.0,40,10.0,300.0,0.01,125.0,0.1954,0.4657,0.3436,0.6617,2,0.7066
O60383,phosphoric acid,mannitol,polysorbate 20,arginine,7.4,4,50.0,200.0,0.01,150.0,0.089,0.305,0.4426,0.7846,1,0.7522
O60383,histidine,trehalose,polysorbate 80,glycine,6.0,4,50.0,300.0,0.045,50.0,0.0701,0.2449,0.2127,0.8674,1,0.8546
O60383,phosphoric acid,sucrose,poloxamer 188,arginine,5.0,40,50.0,200.0,0.05,150.0,0.2414,0.4738,0.4339,0.63,1,0.6007
O60383,histidine,mannitol,polysorbate 80,proline,5.5,25,10.0,100.0,0.08,100.0,0.2355,0.2296,0.25,0.7747,0,0.7778
O60383,acetic acid,sorbitol,polysorbate 80,arginine,5.5,25,50.0,300.0,0.08,150.0,0.1381,0.3299,0.334,0.7712,2,0.737
O60383,histidine,trehalose,poloxamer 188,glycine,7.0,4,10.0,200.0,0.05,50.0,0.1336,0.2285,0.3194,0.8038,0,0.7905
O60383,citric acid,trehalose,poloxamer 188,methionine,7.4,25,10.0,200.0,0.03,1.0,0.2045,0.1881,0.3489,0.8035,0,0.7512
O60383,acetic acid,sucrose,polysorbate 20,methionine,5.0,4,50.0,300.0,0.045,5.5,0.0542,0.1897,0.3405,0.8812,1,0.8431
O60383,acetic acid,trehalose,poloxamer 188,glycine,6.5,40,50.0,200.0,0.05,200.0,0.2685,0.4314,0.4424,0.646,1,0.6492
O60383,citric acid,trehalose,poloxamer 188,none,6.0,25,10.0,200.0,0.05,0.0,0.1829,0.3084,0.209,0.798,0,0.7785
O60383,histidine,sorbitol,polysorbate 80,none,5.0,40,10.0,300.0,0.01,0.0,0.2852,0.3344,0.3416,0.6443,1,0.7052
O60383,phosphoric acid,mannitol,polysorbate 20,proline,6.5,40,30.0,200.0,0.08,150.0,0.3235,0.4586,0.4183,0.5788,1,0.5984
O60383,phosphoric acid,mannitol,polysorbate 20,none,6.5,25,50.0,300.0,0.08,0.0,0.2153,0.3257,0.3247,0.7579,1,0.7154
O60383,citric acid,sorbitol,polysorbate 20,arginine,7.4,25,30.0,300.0,0.08,150.0,0.1361,0.2993,0.3368,0.7866,2,0.7869
O60383,histidine,mannitol,poloxamer 188,proline,6.0,25,50.0,300.0,0.01,100.0,0.2899,0.1973,0.2414,0.7835,1,0.7323
O60383,phosphoric acid,trehalose,poloxamer 188,glycine,6.0,25,10.0,200.0,0.05,200.0,0.1389,0.3642,0.3573,0.714,1,0.7188
O60383,acetic acid,mannitol,polysorbate 20,none,6.5,40,50.0,100.0,0.08,0.0,0.4014,0.424,0.4192,0.5728,0,0.5641
O60383,citric acid,mannitol,polysorbate 80,proline,7.4,40,50.0,200.0,0.01,100.0,0.2836,0.4545,0.3921,0.6267,0,0.6503
O60383,citric acid,sucrose,poloxamer 188,proline,7.4,4,10.0,300.0,0.05,100.0,0.1246,0.315,0.3533,0.7957,1,0.7373
O60383,citric acid,sorbitol,polysorbate 20,glycine,6.5,25,50.0,200.0,0.08,125.0,0.2709,0.3576,0.2344,0.7195,1,0.7058
O60383,phosphoric acid,trehalose,polysorbate 20,none,5.0,25,10.0,200.0,0.08,0.0,0.0934,0.3297,0.3478,0.7636,0,0.7295
O60383,acetic acid,sucrose,polysorbate 80,glycine,6.0,25,30.0,300.0,0.08,125.0,0.0735,0.3236,0.3165,0.7748,2,0.7789
O60383,acetic acid,trehalose,polysorbate 20,arginine,6.5,40,30.0,300.0,0.01,100.0,0.0865,0.4465,0.4304,0.6927,1,0.7258
O60383,acetic acid,sorbitol,polysorbate 20,arginine,5.5,4,10.0,200.0,0.01,50.0,0.1154,0.3442,0.2956,0.7747,0,0.7376
O60383,histidine,mannitol,polysorbate 80,none,7.0,25,10.0,100.0,0.08,0.0,0.2749,0.2322,0.3287,0.7325,0,0.7158
O60383,acetic acid,trehalose,polysorbate 80,none,5.0,4,10.0,200.0,0.08,0.0,0.0619,0.3411,0.3092,0.8377,0,0.7466
O60383,phosphoric acid,mannitol,polysorbate 20,glycine,5.5,4,50.0,300.0,0.08,125.0,0.1939,0.367,0.3203,0.722,2,0.7206
O60383,phosphoric acid,trehalose,polysorbate 80,arginine,7.0,40,30.0,100.0,0.01,100.0,0.1072,0.4168,0.5071,0.736,0,0.6749
O60383,citric acid,sucrose,polysorbate 80,arginine,7.0,40,50.0,200.0,0.045,50.0,0.047,0.4634,0.4412,0.6886,0,0.6912
O60383,histidine,trehalose,polysorbate 20,glycine,5.5,25,50.0,100.0,0.01,50.0,0.1217,0.2285,0.1905,0.8804,0,0.817
O60383,phosphoric acid,sucrose,polysorbate 80,glycine,7.4,25,30.0,300.0,0.08,125.0,0.113,0.359,0.409,0.786,2,0.7114
O60383,acetic acid,trehalose,polysorbate 80,arginine,5.0,25,50.0,200.0,0.045,50.0,0.0,0.325,0.337,0.8259,0,0.7953
O60383,acetic acid,sorbitol,polysorbate 80,none,6.0,4,50.0,200.0,0.045,0.0,0.2691,0.3356,0.3121,0.7433,0,0.702
O60383,phosphoric acid,mannitol,polysorbate 80,methionine,7.0,40,30.0,200.0,0.08,1.0,0.2591,0.292,0.5368,0.6518,0,0.6655
O60383,phosphoric acid,trehalose,poloxamer 188,arginine,7.0,40,50.0,200.0,0.01,100.0,0.1846,0.4402,0.4977,0.6527,0,0.6839
O60383,citric acid,trehalose,polysorbate 20,proline,6.5,25,10.0,300.0,0.045,50.0,0.0383,0.3183,0.2148,0.8488,1,0.8035
O75888,acetic acid,sorbitol,polysorbate 80,none,5.5,40,50.0,100.0,0.045,0.0,0.3656,0.4089,0.3207,0.5816,0,0.6548
O75888,histidine,sorbitol,poloxamer 188,proline,6.0,25,10.0,200.0,0.03,150.0,0.3644,0.2086,0.1175,0.7726,1,0.7771
O75888,acetic acid,sorbitol,polysorbate 80,methionine,6.0,25,10.0,200.0,0.045,5.5,0.294,0.1229,0.2316,0.7975,0,0.7735
O75888,acetic acid,trehalose,polysorbate 80,glycine,7.0,40,50.0,300.0,0.08,50.0,0.1235,0.3863,0.3901,0.6974,1,0.6957
O75888,histidine,sorbitol,polysorbate 20,arginine,5.5,4,50.0,100.0,0.01,150.0,0.1595,0.1839,0.1119,0.8264,1,0.8185
O75888,histidine,mannitol,polysorbate 80,none,6.0,25,10.0,200.0,0.01,0.0,0.2472,0.1761,0.1315,0.8265,0,0.821
O75888,acetic acid,mannitol,polysorbate 80,glycine,6.5,25,10.0,300.0,0.01,50.0,0.2619,0.2858,0.1985,0.7872,1,0.7601
O75888,histidine,sucrose,poloxamer 188,glycine,6.0,40,30.0,200.0,0.01,50.0,0.2807,0.3198,0.2058,0.7013,0,0.7305
O75888,histidine,trehalose,poloxamer 188,arginine,5.0,4,30.0,100.0,0.05,50.0,0.0949,0.1936,0.1379,0.8853,0,0.8632
O75888,acetic acid,mannitol,poloxamer 188,glycine,5.5,40,10.0,100.0,0.01,125.0,0.4481,0.3986,0.325,0.5984,1,0.597
O75888,citric acid,mannitol,poloxamer 188,arginine,7.0,40,10.0,200.0,0.01,50.0,0.366,0.4016,0.2899,0.6285,0,0.6029
O75888,histidine,sorbitol,polysorbate 80,glycine,5.5,40,30.0,300.0,0.045,125.0,0.3341,0.3052,0.225,0.6719,2,0.7135
O75888,citric acid,sorbitol,polysorbate 80,arginine,7.4,4,10.0,300.0,0.08,50.0,0.1823,0.3203,0.2094,0.7919,1,0.7904
O75888,histidine,sorbitol,polysorbate 80,arginine,6.0,25,50.0,200.0,0.08,100.0,0.1113,0.1855,0.1367,0.892,0,0.8662
O75888,acetic acid,sorbitol,poloxamer 188,none,6.0,40,50.0,300.0,0.05,0.0,0.3745,0.391,0.2982,0.6299,1,0.6273
O75888,acetic acid,mannitol,poloxamer 188,methionine,5.5,40,30.0,100.0,0.01,1.0,0.4222,0.2007,0.3344,0.646,0,0.6737
O75888,histidine,mannitol,polysorbate 20,arginine,7.0,25,30.0,200.0,0.045,100.0,0.1562,0.1707,0.1848,0.8292,0,0.8164
O75888,histidine,mannitol,polysorbate 20,glycine,5.0,4,30.0,300.0,0.01,125.0,0.2306,0.1761,0.1449,0.8465,2,0.8276
O75888,citric acid,mannitol,polysorbate 20,glycine,5.5,4,10.0,200.0,0.045,125.0,0.2327,0.3223,0.1056,0.7885,1,0.7819
O75888,acetic acid,sorbitol,poloxamer 188,methionine,6.0,4,30.0,100.0,0.03,1.0,0.374,0.1547,0.2005,0.7532,0,0.7566
O75888,citric acid,trehalose,poloxamer 188,arginine,6.0,25,10.0,200.0,0.03,100.0,0.1278,0.2841,0.0783,0.8439,0,0.8527
O75888,acetic acid,sucrose,poloxamer 188,proline,6.0,40,50.0,200.0,0.01,100.0,0.3405,0.368,0.3015,0.6353,0,0.6901
O75888,histidine,mannitol,polysorbate 20,glycine,6.0,40,10.0,100.0,0.01,50.0,0.3519,0.2739,0.2212,0.6748,0,0.6862
O75888,phosphoric acid,sucrose,polysorbate 80,none,5.5,40,50.0,200.0,0.01,0.0,0.1595,0.4267,0.3177,0.6968,0,0.7079
O75888,acetic acid,sorbitol,polysorbate 20,none,6.5,25,50.0,200.0,0.045,0.0,0.2451,0.2976,0.2158,0.7718,0,0.7653
O75888,phosphoric acid,sucrose,poloxamer 188,none,5.0,25,30.0,200.0,0.05,0.0,0.187,0.2724,0.1978,0.7643,0,0.8247
O75888,histidine,sucrose,polysorbate 80,methionine,6.0,40,50.0,200.0,0.08,10.0,0.2122,0.1254,0.2044,0.7739,0,0.8471
O75888,phosphoric acid,trehalose,polysorbate 80,glycine,5.0,40,30.0,200.0,0.045,50.0,0.1437,0.3943,0.3078,0.7292,0,0.7298
O75888,histidine,sucrose,polysorbate 20,arginine,5.5,4,30.0,300.0,0.01,100.0,0.0,0.187,0.0906,0.9274,1,0.9454
O75888,citric acid,sorbitol,poloxamer 188,none,6.0,4,10.0,100.0,0.01,0.0,0.3008,0.276,0.0989,0.7695,0,0.782
O75888,histidine,mannitol,poloxamer 188,methionine,5.0,4,30.0,100.0,0.05,5.5,0.3478,0.0503,0.0975,0.8309,0,0.8321
O75888,histidine,sucrose,poloxamer 188,methionine,6.0,40,50.0,200.0,0.03,5.5,0.2643,0.1576,0.211,0.7757,0,0.7796
O75888,phosphoric acid,mannitol,poloxamer 188,glycine,7.4,40,50.0,300.0,0.05,200.0,0.4311,0.3912,0.4081,0.5838,2,0.5985
O75888,phosphoric acid,trehalose,polysorbate 80,arginine,6.5,25,30.0,200.0,0.08,100.0,0.0,0.3207,0.1728,0.8555,0,0.8501
O75888,acetic acid,sorbitol,polysorbate 80,none,6.0,25,10.0,100.0,0.08,0.0,0.2653,0.3235,0.1728,0.7521,0,0.7024
O75888,citric acid,trehalose,polysorbate 80,methionine,5.5,4,50.0,300.0,0.08,5.5,0.0706,0.1474,0.1418,0.9016,1,0.9059
O75888,acetic acid,sorbitol,polysorbate 20,none,6.0,25,10.0,100.0,0.01,0.0,0.2705,0.2833,0.1818,0.776,0,0.7224
O75888,acetic acid,sucrose,polysorbate 20,arginine,6.5,25,30.0,100.0,0.045,100.0,0.0618,0.2888,0.2339,0.8323,0,0.8239
O75888,histidine,mannitol,polysorbate 20,arginine,6.0,4,30.0,200.0,0.045,150.0,0.1626,0.1911,0.1013,0.8652,1,0.8287
O75888,citric acid,sorbitol,polysorbate 20,glycine,6.0,4,50.0,100.0,0.045,50.0,0.2167,0.3169,0.1245,0.7947,0,0.8142
O75888,phosphoric acid,sorbitol,polysorbate 80,arginine,5.0,4,50.0,100.0,0.01,150.0,0.1649,0.3185,0.2135,0.7753,1,0.8114
O75888,acetic acid,sorbitol,polysorbate 80,glycine,5.0,4,30.0,100.0,0.01,50.0,0.2827,0.2896,0.2245,0.7471,0,0.7493
O75888,phosphoric acid,mannitol,poloxamer 188,proline,7.4,40,10.0,100.0,0.01,100.0,0.3812,0.3716,0.4296,0.5951,0,0.6113
O75888,phosphoric acid,sucrose,polysorbate 80,none,5.0,4,50.0,100.0,0.01,0.0,0.0626,0.329,0.2338,0.8255,0,0.7981
O75888,citric acid,sorbitol,polysorbate 20,arginine,6.0,40,30.0,300.0,0.08,50.0,0.2705,0.4316,0.2291,0.7099,1,0.6751
O75888,phosphoric acid,trehalose,polysorbate 80,methionine,7.0,25,10.0,300.0,0.08,10.0,0.045,0.1182,0.3188,0.8863,1,0.8478
O75888,histidine,sorbitol,poloxamer 188,glycine,7.4,25,10.0,200.0,0.03,200.0,0.3606,0.2166,0.1795,0.7429,1,0.7533
O75888,citric acid,sorbitol,polysorbate 20,proline,7.0,25,30.0,300.0,0.08,100.0,0.2056,0.276,0.2304,0.7631,1,0.7598
O75888,acetic acid,trehalose,polysorbate 20,proline,5.5,4,30.0,100.0,0.08,50.0,0.1128,0.2805,0.2257,0.8142,0,0.8312
O75888,histidine,sucrose,polysorbate 80,none,5.0,4,10.0,200.0,0.01,0.0,0.0825,0.2054,0.1249,0.8678,0,0.8268
O75888,citric acid,sucrose,polysorbate 20,proline,7.4,25,50.0,100.0,0.08,100.0,0.1138,0.2934,0.2211,0.8177,0,0.7915
O75888,acetic acid,sorbitol,polysorbate 80,none,7.4,40,30.0,300.0,0.01,0.0,0.3799,0.3626,0.4247,0.5929,1,0.6052
O75888,acetic acid,sucrose,polysorbate 20,glycine,6.5,4,30.0,100.0,0.01,50.0,0.0934,0.2759,0.2214,0.8634,0,0.8228
O75888,phosphoric acid,sorbitol,polysorbate 80,methionine,6.5,40,30.0,300.0,0.045,5.5,0.3227,0.2223,0.3203,0.7333,1,0.7005
O75888,citric acid,mannitol,poloxamer 188,methionine,7.4,25,50.0,300.0,0.01,1.0,0.3083,0.1308,0.2002,0.7425,1,0.7855
O75888,citric acid,mannitol,polysorbate 20,arginine,6.5,25,10.0,100.0,0.01,50.0,0.1476,0.2598,0.1251,0.8164,0,0.8187
O75888,acetic acid,mannitol,polysorbate 80,glycine,6.5,4,10.0,300.0,0.045,200.0,0.2636,0.2638,0.1793,0.7849,2,0.7846
O75888,phosphoric acid,mannitol,polysorbate 20,arginine,5.0,25,50.0,100.0,0.01,50.0,0.1257,0.3002,0.2216,0.7742,0,0.8091
O75888,phosphoric acid,mannitol,poloxamer 188,methionine,7.0,40,50.0,300.0,0.01,5.5,0.4459,0.2358,0.435,0.6366,1,0.6224
O75888,histidine,sorbitol,poloxamer 188,none,7.0,25,50.0,200.0,0.01,0.0,0.3228,0.1725,0.2092,0.7887,0,0.7499
O95150,phosphoric acid,mannitol,polysorbate 80,methionine,7.0,40,10.0,200.0,0.045,5.5,0.3452,0.3383,0.4397,0.6149,0,0.6457
O95150,citric acid,mannitol,poloxamer 188,glycine,6.5,25,30.0,300.0,0.01,50.0,0.5902,0.3069,0.1446,0.6144,1,0.6385
O95150,phosphoric acid,sorbitol,polysorbate 20,arginine,7.0,4,10.0,100.0,0.045,50.0,0.2516,0.3757,0.3259,0.684,0,0.6799
O95150,acetic acid,sucrose,polysorbate 20,arginine,5.0,25,50.0,300.0,0.045,50.0,0.0,0.3833,0.2125,0.8631,1,0.8083
O95150,phosphoric acid,sucrose,polysorbate 20,none,5.5,40,50.0,300.0,0.045,0.0,0.2211,0.4527,0.3396,0.6757,1,0.6493
O95150,histidine,trehalose,polysorbate 20,none,7.4,25,10.0,300.0,0.08,0.0,0.0319,0.2666,0.284,0.8332,1,0.8628
O95150,citric acid,sucrose,poloxamer 188,methionine,5.0,25,50.0,100.0,0.03,1.0,0.2458,0.211,0.13,0.7985,0,0.798
O95150,histidine,trehalose,poloxamer 188,proline,5.5,40,30.0,300.0,0.03,100.0,0.268,0.3614,0.2659,0.669,1,0.6998
O95150,citric acid,sorbitol,polysorbate 80,glycine,6.0,4,30.0,200.0,0.08,200.0,0.3759,0.3704,0.1412,0.7116,1,0.6918
O95150,histidine,sucrose,polysorbate 80,arginine,5.0,4,10.0,200.0,0.01,50.0,0.0,0.273,0.1353,0.8973,0,0.8818
O95150,acetic acid,mannitol,polysorbate 80,none,7.0,25,50.0,100.0,0.045,0.0,0.3615,0.3765,0.3398,0.7049,0,0.6489
O95150,phosphoric acid,sucrose,polysorbate 20,arginine,6.0,4,30.0,100.0,0.08,100.0,0.2527,0.3751,0.1991,0.7727,0,0.7294
O95150,histidine,sucrose,polysorbate 80,glycine,5.5,25,10.0,300.0,0.08,200.0,0.1087,0.2686,0.129,0.8547,2,0.8254
O95150,citric acid,sorbitol,poloxamer 188,proline,5.0,25,30.0,200.0,0.01,150.0,0.3572,0.3607,0.1283,0.7047,1,0.7158
O95150,acetic acid,trehalose,polysorbate 80,glycine,7.0,40,30.0,300.0,0.08,200.0,0.2501,0.4707,0.4154,0.5937,2,0.6467
O95150,histidine,trehalose,poloxamer 188,methionine,7.0,25,30.0,200.0,0.05,5.5,0.3057,0.0924,0.2677,0.8022,0,0.7696
